Zeitpunkt ('Y-m-d H:i:s');Graf-Moltke-Straße (Ostseite);Graf-Moltke-Straße (Westseite);Hastedter Brückenstraße;Langemarckstraße (Ostseite);Langemarckstraße (Westseite);Osterdeich;Radweg Kleine Weser;Schwachhauser Ring;Wachmannstraße auswärts (Süd);Wachmannstraße einwärts (Nord);Wilhelm-Kaisen-Brücke (Ost);Wilhelm-Kaisen-Brücke (West)
18.07.2016 00:00;1175;1371;3996;3074;2686;497;5278;2131;3429;;7397;4545
19.07.2016 00:00;1340;1467;4783;3313;2786;2833;6348;2662;3474;;7821;4920
20.07.2016 00:00;1256;1415;5767;3134;2674;5328;7254;2699;3334;;8336;4947
21.07.2016 00:00;1231;1403;4070;2939;2539;4538;5547;2323;3114;;7248;4630
22.07.2016 00:00;1088;1261;3364;2728;2249;3824;4233;1843;2946;;6520;4055
23.07.2016 00:00;899;1087;3802;2498;1992;6184;4057;1868;2050;;6269;4022
24.07.2016 00:00;947;1069;6313;1414;1194;4367;5902;3031;1717;;4318;2140
25.07.2016 00:00;1191;1304;4057;3039;2575;4486;5003;2169;3382;;7172;4676
26.07.2016 00:00;1340;1488;4186;3305;2905;5049;5862;2456;3699;;8039;5204
27.07.2016 00:00;1258;1416;3811;3121;2637;4420;5028;2263;3555;;7559;4910
28.07.2016 00:00;1237;1297;3593;2972;2598;4269;4681;2033;3476;;7245;4743
29.07.2016 00:00;1187;1327;3190;2863;2442;3921;4274;1869;3047;;6935;4496
30.07.2016 00:00;822;901;1997;1810;1412;3056;2458;1252;1713;;4427;2740
31.07.2016 00:00;639;661;1825;1291;1160;2773;2490;1236;1255;;3523;1903
01.08.2016 00:00;1328;1513;3456;3203;2695;4229;4685;2028;3638;;7362;4927
02.08.2016 00:00;1258;1399;2976;2655;2448;3844;3993;1801;3040;;6669;4132
03.08.2016 00:00;1218;1341;2543;2584;2307;3639;3584;1473;2981;;6305;4073
04.08.2016 00:00;1553;1662;3832;3315;3097;4943;5154;2280;4084;;7931;5170
05.08.2016 00:00;1462;1632;3747;2958;2807;4906;4836;2084;3800;;7844;4935
06.08.2016 00:00;1011;1163;2689;1910;1717;3860;3239;1842;2232;;5461;3305
07.08.2016 00:00;1048;1185;3912;1846;1782;4654;3771;2893;1987;;5475;2771
08.08.2016 00:00;1435;1600;3851;3115;2980;4799;4941;2098;4044;;8370;5217
09.08.2016 00:00;1519;1725;3775;3006;2932;4950;4866;2186;4091;;8154;5126
10.08.2016 00:00;1439;1549;3265;2768;2828;4365;4571;1808;3714;;7455;4853
11.08.2016 00:00;1270;1280;2630;2360;2435;3939;3761;1499;3372;;6293;4291
12.08.2016 00:00;1302;1462;2927;2633;2697;3880;4095;1573;3273;;7001;4417
13.08.2016 00:00;1024;1063;2458;2074;1921;3920;3034;1559;2241;;5882;3602
14.08.2016 00:00;950;1024;2973;1766;1684;3856;3277;2311;1834;;4508;2515
15.08.2016 00:00;1402;1552;3796;3011;2920;4579;5027;2111;4008;;7998;4908
16.08.2016 00:00;1579;1787;4246;3453;3161;5117;5559;2442;4361;;8969;5538
17.08.2016 00:00;1674;1895;4951;3636;3417;5654;6591;2784;4549;;9441;5701
18.08.2016 00:00;1588;1823;4606;3433;3272;5464;6082;2828;4461;;9010;5800
19.08.2016 00:00;1536;1744;5097;3402;2919;5751;6364;2799;3975;;8733;5675
20.08.2016 00:00;1074;1205;2637;2180;1742;3841;3317;1761;2360;;5646;3673
21.08.2016 00:00;797;852;2163;1489;1466;2774;2789;1914;1780;;4020;2417
22.08.2016 00:00;1111;1254;2862;2515;2424;3637;3940;1536;3351;;6465;4327
23.08.2016 00:00;1479;1741;4127;3272;3109;5210;5372;2378;4249;;7972;5258
24.08.2016 00:00;1737;1917;6267;3614;3473;6557;7931;3177;4663;;7701;5830
25.08.2016 00:00;1694;1666;6241;3549;3597;6718;7992;3176;4586;;7630;6034
26.08.2016 00:00;1565;1788;6070;3271;3253;6416;7314;2955;4096;;7639;5743
27.08.2016 00:00;1169;1306;4863;2447;2251;5175;5540;2510;2797;;5372;4021
28.08.2016 00:00;1039;1091;3437;1750;1729;3289;3941;2693;2023;;4392;2342
29.08.2016 00:00;1320;1174;3244;2833;2769;4173;4354;1752;3702;;7563;4342
30.08.2016 00:00;1600;1169;4543;3409;3414;5352;6144;2644;4557;;7196;4422
31.08.2016 00:00;1713;1911;5165;3627;3560;5901;6784;2594;4580;;9581;4921
01.09.2016 00:00;1553;1738;4212;3395;3464;5379;5626;2322;4425;;8855;5014
02.09.2016 00:00;1460;1478;4269;3194;3060;4986;5164;2207;4142;;8703;4553
03.09.2016 00:00;945;1079;2354;2112;2015;3527;2924;1426;2327;;5219;2848
04.09.2016 00:00;468;473;1085;889;1035;1943;1367;761;1038;;2681;1936
05.09.2016 00:00;1370;1532;3494;3066;2975;4340;4721;1913;3943;;7846;4997
06.09.2016 00:00;1632;1879;4599;3693;3474;5353;5998;2728;4501;;9271;5057
07.09.2016 00:00;1667;1836;5185;3776;3469;5923;6719;2836;4510;;9794;5075
08.09.2016 00:00;1709;1881;5669;3884;3746;6258;7306;2942;4571;;10080;5516
09.09.2016 00:00;1549;1739;4902;3547;3218;5615;5951;2561;4064;;9623;4987
10.09.2016 00:00;1186;1400;4136;2810;2235;5137;4972;2170;2683;;7031;3564
11.09.2016 00:00;1095;1335;4207;2070;1901;5818;4084;2553;2074;;6533;2341
12.09.2016 00:00;1520;1809;5321;3665;3366;5577;6881;2754;4458;;9423;4003
13.09.2016 00:00;1704;1935;6211;3801;3488;6370;7653;2918;4576;;10163;4880
14.09.2016 00:00;1669;1857;6127;3832;3403;6157;7512;2963;4494;;10013;4758
15.09.2016 00:00;1664;1921;5426;3765;3511;6106;6993;2988;4531;;9998;4874
16.09.2016 00:00;1460;1657;3624;3691;3166;5345;4920;2088;3940;;8707;5098
17.09.2016 00:00;977;1066;2145;2207;1899;3823;2643;1218;2164;;5624;3338
18.09.2016 00:00;895;987;2671;2174;2016;3632;3455;2093;1956;;5033;2266
19.09.2016 00:00;1411;1607;3743;3351;3368;4689;4766;2189;4024;;8410;4264
20.09.2016 00:00;1589;1722;3891;3469;3631;5127;5170;2277;4246;;8997;4693
21.09.2016 00:00;1753;1950;4638;3453;3454;6360;5348;2350;4213;;10140;4664
22.09.2016 00:00;1705;1778;4162;3417;3598;5373;5621;2496;4358;;9454;4283
23.09.2016 00:00;1427;1652;3781;3194;3195;4960;4919;2122;3876;;8772;4242
24.09.2016 00:00;1290;1393;3471;2403;2104;5622;3564;2023;2562;;7178;3177
25.09.2016 00:00;1107;1139;3702;2242;2202;4186;4166;2992;2020;;5505;2266
26.09.2016 00:00;1459;1615;3538;3267;3374;4833;4785;2076;4158;;8554;4486
27.09.2016 00:00;1655;1873;4102;3570;3489;5166;5556;2494;4378;;9367;5578
28.09.2016 00:00;1554;1682;3597;3312;3241;4882;4578;2116;4127;;8577;5095
29.09.2016 00:00;1457;1624;3086;3082;3036;4302;4225;1871;3886;;8011;4967
30.09.2016 00:00;1253;1434;2831;3092;2794;4260;4082;1611;3438;;7561;4715
01.10.2016 00:00;917;1038;1922;2143;1855;3225;2496;1200;2223;;5118;3058
02.10.2016 00:00;720;730;1892;1671;1624;3703;2204;1503;1725;;4046;2428
03.10.2016 00:00;616;617;1410;1098;1091;2182;1894;1212;1216;;3071;1651
04.10.2016 00:00;1190;1310;2920;3025;2861;3846;3887;1724;3351;;7096;4596
05.10.2016 00:00;1098;1252;2579;2873;2600;3859;3604;1577;3169;;7376;4409
06.10.2016 00:00;976;1109;2088;2447;2423;3361;3088;1283;2836;;6549;3839
07.10.2016 00:00;934;947;1977;2373;2221;3103;2840;1228;2691;;6106;3637
08.10.2016 00:00;789;829;1540;1693;1429;2647;1811;1040;1653;;4418;2424
09.10.2016 00:00;491;468;1093;879;969;1806;1257;811;980;;2661;1358
10.10.2016 00:00;1011;1145;2330;2318;2396;3320;3281;1447;3018;;6471;3887
11.10.2016 00:00;975;1023;1722;2066;2085;2993;2716;1142;2564;;5905;3491
12.10.2016 00:00;1130;1184;2212;2295;2285;3462;3072;1429;3049;;6605;3905
13.10.2016 00:00;1076;1161;2035;2198;2247;3347;3043;1366;3025;;6530;3838
14.10.2016 00:00;1120;1197;2038;2296;2248;3164;2968;1346;3087;;6264;3683
15.10.2016 00:00;907;1006;1615;1530;1398;3433;1876;1003;1975;;4755;2536
16.10.2016 00:00;861;929;2087;1548;1611;3046;2814;2078;1896;;4371;2216
17.10.2016 00:00;1398;1517;2753;3018;2829;4113;4186;1912;3956;;8009;4738
18.10.2016 00:00;1425;1553;2894;3164;3077;4372;4458;1854;3924;;8637;4972
19.10.2016 00:00;1295;1427;2356;2595;2571;3950;3586;1496;3403;;7562;4340
20.10.2016 00:00;1311;1435;2322;2664;2663;3784;3761;1583;3548;;7552;4385
21.10.2016 00:00;1105;1214;1913;2211;2120;3452;3018;1269;2902;;6278;3746
22.10.2016 00:00;931;1004;1536;1634;1727;3076;2631;1233;2063;;4975;3023
23.10.2016 00:00;787;844;1615;1319;1343;2515;2218;1617;299;;3683;1998
24.10.2016 00:00;1380;1494;2622;3011;3161;3920;3667;1595;699;;7656;4599
25.10.2016 00:00;1357;1505;2605;3248;2920;4169;3977;1802;361;;7476;4687
26.10.2016 00:00;1395;1476;2641;3272;3008;4077;3895;1898;369;;7395;4707
27.10.2016 00:00;1465;1571;2492;3493;2892;4256;3983;1905;1797;;7273;4974
28.10.2016 00:00;1205;1333;2086;2983;2519;3823;3401;1418;3113;;6650;4451
29.10.2016 00:00;1233;1445;2220;2110;1758;4359;2550;1481;2516;;5569;3318
30.10.2016 00:00;758;784;1322;1565;1394;2596;1920;1183;1717;;3632;2257
31.10.2016 00:00;1300;1465;2600;3135;2597;4185;3641;1509;3631;;7286;4522
01.11.2016 00:00;1254;1368;2344;3076;2561;3934;3482;1591;3421;2744;6806;4099
02.11.2016 00:00;1159;1315;2077;2763;2290;3919;3240;1406;3056;2445;6324;3943
03.11.2016 00:00;1301;1414;2254;2967;2693;3903;3536;1462;3391;2690;6803;4264
04.11.2016 00:00;1229;1397;2023;2846;2556;3797;3568;1479;3144;2691;6777;4191
05.11.2016 00:00;753;832;1752;1573;2164;2482;1651;853;1592;1285;3991;2337
06.11.2016 00:00;602;573;1555;1072;1163;1825;1322;852;1075;739;2666;1491
07.11.2016 00:00;1143;1288;2598;2611;7020;3636;3205;1340;3063;2459;6129;3854
08.11.2016 00:00;1135;1189;2416;2490;11421;3446;2988;1226;2751;2321;6267;3612
09.11.2016 00:00;996;981;2349;2115;1973;2891;2290;1053;2313;1884;5492;3202
10.11.2016 00:00;1170;1263;2300;2457;2292;3309;2995;1370;2913;2449;6332;3767
11.11.2016 00:00;1114;1247;2043;2518;2308;3539;3117;1405;2914;2499;6601;3989
12.11.2016 00:00;686;710;948;1341;1127;1973;1306;716;1383;1109;3602;2039
13.11.2016 00:00;539;550;799;992;941;1622;1130;709;1024;753;2680;1307
14.11.2016 00:00;1187;1287;2158;2514;2345;3451;3021;1343;2977;2456;6431;3668
15.11.2016 00:00;1046;1111;1620;2263;2057;3242;2888;1156;2641;2121;5779;3491
16.11.2016 00:00;1108;1225;1983;2189;2122;3795;3083;1272;3074;2539;6652;3946
17.11.2016 00:00;1240;1335;2155;2301;2223;3891;3340;1472;3317;2755;6911;4007
18.11.2016 00:00;1082;1247;1769;2004;1877;3400;2859;1118;2714;2237;5647;3526
19.11.2016 00:00;833;907;1246;1377;1211;2417;1659;968;1676;1265;3872;2393
20.11.2016 00:00;637;730;1049;709;765;2275;1118;705;1002;775;2837;1316
21.11.2016 00:00;1204;1296;2212;2434;2230;4027;3325;1465;3288;2672;6408;3840
22.11.2016 00:00;1363;1481;2610;2742;2557;4325;3885;1645;3646;3029;7474;4367
23.11.2016 00:00;1390;1485;2507;2753;2610;4332;3715;1713;3685;3089;7458;4425
24.11.2016 00:00;1348;1455;2482;2705;2644;3937;3661;1608;3687;3087;6862;4496
25.11.2016 00:00;1063;1240;2046;2299;2225;3476;3030;1222;2987;2396;6176;3977
26.11.2016 00:00;852;885;979;1314;1198;2286;1603;833;1707;1301;3900;2301
27.11.2016 00:00;616;589;1182;1053;1065;2573;1728;1033;1344;945;3024;1731
28.11.2016 00:00;1133;1318;2139;2443;2427;3607;3366;1388;3247;2654;6669;3989
29.11.2016 00:00;1148;1263;2037;2238;2332;3521;3122;1292;3105;2611;6381;3654
30.11.2016 00:00;1150;1293;1899;2352;2314;3432;3035;1281;3061;2541;6322;3858
01.12.2016 00:00;1185;1285;1840;2363;2179;3469;3126;1191;3099;2485;5996;3720
02.12.2016 00:00;1209;1369;2017;2398;2244;3779;3433;1357;3066;2729;6560;4106
03.12.2016 00:00;929;1100;1362;1337;1306;3519;1811;826;1825;1461;4798;2603
04.12.2016 00:00;502;472;632;755;860;1587;939;567;872;647;2416;1249
05.12.2016 00:00;1106;1188;1827;1924;2156;3255;2773;1165;2816;2256;5794;3386
06.12.2016 00:00;1109;1192;1927;2127;2252;3413;2853;1213;2868;2317;6281;3500
07.12.2016 00:00;1154;1224;1791;2213;2063;3534;2969;1297;3110;2533;6305;3791
08.12.2016 00:00;1286;1371;2104;2464;2298;3637;3321;1518;3342;2812;6609;3885
09.12.2016 00:00;1123;1256;1918;2279;2047;3464;2996;1274;3148;2522;6323;3778
10.12.2016 00:00;748;794;857;1361;1172;2147;1460;652;1671;1260;3654;2214
11.12.2016 00:00;531;533;747;792;787;1717;1123;694;1166;794;2637;1336
12.12.2016 00:00;1212;1283;2199;2350;2136;3648;3368;1339;3398;2745;6544;3940
13.12.2016 00:00;1202;1339;2121;2523;2285;3993;3431;1367;3352;2715;6667;4008
14.12.2016 00:00;1261;1350;2235;2486;2275;3834;3469;1361;3504;2735;6936;3991
15.12.2016 00:00;1300;1422;2077;2552;2360;3613;;1378;3583;2773;6828;4095
16.12.2016 00:00;1246;1365;1880;2360;2087;3523;;1242;3232;2522;6435;3872
17.12.2016 00:00;999;1046;1494;1430;1197;3282;;863;1904;1478;4613;2472
18.12.2016 00:00;501;582;743;875;863;1907;;696;1201;830;2671;1488
19.12.2016 00:00;1222;1277;2132;2479;2277;3616;;1333;3587;2825;6604;4134
20.12.2016 00:00;1244;1384;1952;2421;2126;3283;;1222;3572;2847;6216;3824
21.12.2016 00:00;1158;1243;1608;2140;1936;3246;;1170;3110;2474;5985;3686
22.12.2016 00:00;973;1041;1281;1761;1498;2566;;907;2331;1877;4567;2986
23.12.2016 00:00;932;1072;1428;1791;1421;2361;;859;2483;2003;4577;3024
24.12.2016 00:00;532;543;613;614;510;889;;552;1027;729;1892;1099
25.12.2016 00:00;247;293;376;307;309;716;;368;413;305;1074;553
26.12.2016 00:00;299;312;487;342;316;764;;482;506;330;1218;624
27.12.2016 00:00;597;712;1131;1147;955;1852;;750;1600;1287;3034;2074
28.12.2016 00:00;744;799;1280;1385;1182;2198;;893;1938;1485;3576;2361
29.12.2016 00:00;732;863;1354;1409;1343;2345;;961;2057;1553;3884;2486
30.12.2016 00:00;707;779;1219;1308;1302;2092;;773;1668;1338;3724;2196
31.12.2016 00:00;536;832;708;691;635;1379;;613;977;759;2308;1160
01.01.2017 00:00;352;352;565;471;527;1090;;640;697;381;1489;771
02.01.2017 00:00;719;864;1363;1431;1364;2252;;862;2021;1569;3889;2456
03.01.2017 00:00;575;653;1101;1141;1114;1886;;714;1665;1295;3361;2133
04.01.2017 00:00;653;772;998;1211;1219;2084;;754;1807;1411;3456;2193
05.01.2017 00:00;849;948;1383;1569;1684;2821;;967;2274;1824;4722;2743
06.01.2017 00:00;736;839;1311;1376;17847;2565;;764;1814;1473;3833;2351
07.01.2017 00:00;212;187;303;375;1106;562;285;194;338;268;1114;581
08.01.2017 00:00;338;352;426;482;565;1074;663;542;671;432;1626;782
09.01.2017 00:00;1032;1204;1757;2004;2079;3223;2853;1286;2914;2402;5776;3367
10.01.2017 00:00;918;1008;1469;1638;1741;2709;2471;1004;2301;1840;4673;2889
11.01.2017 00:00;873;986;1451;1649;1723;2727;2495;1058;2453;1862;4735;2819
12.01.2017 00:00;1048;1142;1523;1805;1806;2938;2558;1076;2654;2142;4950;3033
13.01.2017 00:00;519;551;958;1006;1113;1912;849;584;1147;1014;3272;1726
14.01.2017 00:00;438;506;579;702;617;1213;654;464;884;743;2261;1232
15.01.2017 00:00;252;234;398;417;467;1048;292;333;550;299;1505;681
16.01.2017 00:00;659;728;1204;1205;1957;2460;1086;781;1657;1441;3681;2061
17.01.2017 00:00;688;726;1236;1293;9427;2511;1135;773;1714;1454;3784;2111
18.01.2017 00:00;692;714;1318;1316;1598;2476;1061;735;1883;1501;3840;2236
19.01.2017 00:00;838;909;1438;1479;1469;2746;1157;944;2113;1779;4402;2490
20.01.2017 00:00;818;839;1335;1494;1418;2608;1112;839;2056;1706;4492;2510
21.01.2017 00:00;757;795;1078;1060;838;2490;896;621;1291;1051;3504;1774
22.01.2017 00:00;463;431;636;616;685;1447;622;574;912;592;2138;1006
23.01.2017 00:00;990;1124;1735;1817;1739;2937;2227;1138;2764;2106;5291;3022
24.01.2017 00:00;1021;1138;1728;1982;1879;3134;2473;1209;2924;2228;5712;3183
25.01.2017 00:00;1078;1153;1851;2027;1903;3334;2649;1278;2859;2353;5873;3360
26.01.2017 00:00;1065;1132;1735;2040;1932;3113;2533;1228;2974;2326;5681;3353
27.01.2017 00:00;1005;1125;1663;1823;1789;2813;2359;1123;2575;2094;5373;3057
28.01.2017 00:00;748;934;1450;1092;1004;2838;1377;873;1457;1117;3987;1921
29.01.2017 00:00;438;423;715;635;701;1404;871;645;1021;591;2231;1086
30.01.2017 00:00;583;648;916;1030;992;1698;1384;632;1586;1096;2929;1708
31.01.2017 00:00;925;1027;1430;1769;1597;2622;2369;973;2380;1920;4737;2905
01.02.2017 00:00;1118;1179;1886;1959;1858;3060;2737;1264;3123;2401;5482;2907
02.02.2017 00:00;1190;1263;2032;2191;1942;3286;3006;1399;3251;2420;5920;3504
03.02.2017 00:00;918;1037;1707;1772;1690;2812;2536;1057;2536;2092;5238;2938
04.02.2017 00:00;793;827;1412;1276;1129;2380;1607;996;1797;1277;3972;2117
05.02.2017 00:00;516;534;733;690;757;1551;970;663;958;547;2435;1023
06.02.2017 00:00;1018;1128;1871;1995;1922;2911;2788;1241;2875;2272;5607;3152
07.02.2017 00:00;1003;1139;1754;1949;1899;2756;2709;1210;2902;2267;5353;3162
08.02.2017 00:00;1016;1109;1607;1744;1701;2700;2296;1119;2623;2040;5148;2861
09.02.2017 00:00;992;1081;1539;1758;1820;2593;2400;1137;2622;2108;5230;2971
10.02.2017 00:00;883;971;1306;1634;1667;2315;2192;893;2236;1825;4840;2760
11.02.2017 00:00;611;664;888;798;772;1806;734;540;914;748;2759;1428
12.02.2017 00:00;451;442;638;649;584;1259;823;617;854;572;2263;1032
13.02.2017 00:00;1028;1154;1869;1927;1901;2884;2706;1305;2827;2247;5603;3099
14.02.2017 00:00;1148;1243;2087;2150;2115;3072;3114;1335;2985;2442;6073;3258
15.02.2017 00:00;1175;1275;2208;2266;2197;3477;3305;1484;3073;2499;6040;3422
16.02.2017 00:00;1199;1287;2033;2228;2108;3248;3166;1380;3192;2597;6171;3339
17.02.2017 00:00;824;975;1449;1517;1393;2428;2232;927;2180;1667;4660;2548
18.02.2017 00:00;735;843;1168;1115;997;2493;1569;790;1896;1420;4333;2038
19.02.2017 00:00;460;385;648;683;683;1405;834;548;811;530;2255;1055
20.02.2017 00:00;950;1105;1684;1740;1825;2681;2661;1025;2842;2067;5221;2810
21.02.2017 00:00;1195;1282;1991;2079;1956;3328;3160;1413;3955;2453;6168;3254
22.02.2017 00:00;902;941;1203;1466;1425;2376;2138;854;2791;1614;4493;2395
23.02.2017 00:00;776;833;1045;1218;1187;1946;1788;810;1849;1428;3658;2005
24.02.2017 00:00;942;1090;1532;1699;1620;2702;2454;1058;2644;2064;4923;2956
25.02.2017 00:00;527;637;843;799;806;1586;1045;527;1106;869;2748;1552
26.02.2017 00:00;471;467;683;602;677;1650;1131;586;830;597;2402;1113
27.02.2017 00:00;1067;1179;2101;1979;2058;3210;3227;1320;3165;2552;5940;3432
28.02.2017 00:00;1057;1141;1853;1933;1950;3156;3007;1207;2828;2351;5734;3328
01.03.2017 00:00;1206;1250;1960;1942;2024;3540;3208;1317;3041;2521;5942;3560
02.03.2017 00:00;846;920;1234;1350;1334;2517;2166;850;1895;1504;4364;2400
03.03.2017 00:00;1128;1273;2027;2118;1977;3487;3153;1394;3029;2476;6042;3547
04.03.2017 00:00;1045;1120;2326;1581;1256;4084;2512;1425;1989;1618;5262;2546
05.03.2017 00:00;655;661;1248;1079;1031;2407;1694;1300;1425;980;3243;1512
06.03.2017 00:00;1129;1242;2183;2135;2084;3378;3221;1373;3148;2583;5904;3603
07.03.2017 00:00;1191;1310;2209;2276;2211;3640;3348;1398;3134;2642;6238;3905
08.03.2017 00:00;1004;1133;1909;1978;1867;3083;2925;1216;2720;2222;5423;3363
09.03.2017 00:00;1085;1212;2039;2044;1976;3393;3145;1269;2961;2432;5992;3349
10.03.2017 00:00;1225;1393;2438;2363;2136;3681;3549;1541;3125;2540;6637;3809
11.03.2017 00:00;1001;1079;1812;1709;1440;2943;2402;1354;2308;1636;4839;2657
12.03.2017 00:00;849;794;1843;1283;1180;2539;2308;1717;1657;1161;3642;2018
13.03.2017 00:00;1285;1417;2632;2528;2522;4089;3889;1736;3697;2981;6911;4399
14.03.2017 00:00;1390;1571;2936;2810;2668;4637;4256;1829;3889;3023;7308;4511
15.03.2017 00:00;1357;1502;3107;2881;2692;4808;4384;1962;4130;3111;6691;4890
16.03.2017 00:00;1451;1601;3313;3131;2870;5184;4885;2225;4375;3332;8278;5064
17.03.2017 00:00;1132;1254;2214;2381;2223;3639;3211;1422;2948;2489;6501;4185
18.03.2017 00:00;795;967;1362;1256;1048;2769;1355;817;1678;1085;4024;2050
19.03.2017 00:00;366;310;357;436;515;986;518;284;577;362;1633;816
20.03.2017 00:00;998;1149;1839;1923;1887;2817;2945;1123;2975;2168;5526;3294
21.03.2017 00:00;1210;1333;2641;2566;2444;3514;3785;1665;3793;2749;7172;4178
22.03.2017 00:00;1437;1559;3333;2934;2720;4409;4613;2040;4166;3255;7960;4743
23.03.2017 00:00;1285;1467;2864;2693;2609;3763;3991;1642;3781;3077;7420;4668
24.03.2017 00:00;1303;1492;3218;2851;2643;3985;4511;2044;3803;3011;7495;4862
25.03.2017 00:00;1031;1143;2647;1896;1607;3589;3023;1715;2492;1756;5300;3453
26.03.2017 00:00;704;681;1560;1217;1113;2396;2109;1325;1494;1034;3296;1926
27.03.2017 00:00;1341;1547;3659;3134;2820;4501;4907;2137;4107;3182;8007;5028
28.03.2017 00:00;432;314;4358;3357;3067;4974;5551;2458;4395;3517;8743;5703
29.03.2017 00:00;20;0;2473;2326;2266;3280;3291;1346;3257;2451;6455;4162
30.03.2017 00:00;13;41;3111;3011;2803;4173;4255;1970;3836;3114;7538;4909
31.03.2017 00:00;1221;1429;4400;3535;3118;5698;5450;2438;4278;3433;9126;5574
01.04.2017 00:00;1049;1190;2331;2092;1780;3774;3098;1561;2614;1876;5930;3802
02.04.2017 00:00;885;916;2724;1697;1534;3361;3189;2206;1944;1304;4703;2755
03.04.2017 00:00;1417;1817;3659;3144;3013;4410;4652;2018;4186;3500;8285;5525
04.04.2017 00:00;1731;2006;4599;3603;3256;6576;5344;2433;4389;3659;9865;6157
05.04.2017 00:00;1345;1502;3085;2920;2773;4039;4050;1775;3875;3148;7902;5391
06.04.2017 00:00;1454;1596;3030;3008;2916;4089;4099;1910;4028;3281;8132;5461
07.04.2017 00:00;1327;1491;2907;2974;2739;3834;3899;1636;3952;3127;7498;5154
08.04.2017 00:00;873;985;1820;1846;1617;2790;2074;1161;2372;1733;4795;3224
09.04.2017 00:00;1018;1110;3510;2227;2016;4350;4226;2684;2382;1795;5728;3921
10.04.2017 00:00;1079;1252;2453;2581;2550;3225;3236;1332;3305;2540;6401;4392
11.04.2017 00:00;1127;1208;2314;2457;2349;3146;3236;1419;3133;2519;6304;4329
12.04.2017 00:00;901;935;1565;1883;1838;2452;2437;955;2286;1864;4961;3527
13.04.2017 00:00;941;1141;1820;2144;1980;2761;2628;1231;2423;2111;5572;3683
14.04.2017 00:00;514;497;1096;844;770;1652;1312;825;926;765;2525;1412
15.04.2017 00:00;593;667;946;1070;832;1501;1183;698;1644;964;2966;1758
16.04.2017 00:00;518;624;1192;643;622;1952;1038;735;792;612;2467;1175
17.04.2017 00:00;439;477;888;728;702;1247;1221;791;1075;625;2230;1084
18.04.2017 00:00;907;1021;1855;2038;1908;2558;2688;1153;2650;2059;5164;3446
19.04.2017 00:00;1038;1165;2177;2179;2169;2869;3077;1418;2945;2452;5776;3714
20.04.2017 00:00;1186;1352;2490;2362;2174;3408;3526;1582;3159;2583;6510;4052
21.04.2017 00:00;1073;1171;1922;2118;1999;2752;2758;1151;2724;2142;5670;3724
22.04.2017 00:00;700;836;1187;1283;1053;2109;1408;818;1433;1144;3754;2113
23.04.2017 00:00;542;579;1092;889;987;1792;1383;997;1225;914;2873;1545
24.04.2017 00:00;1136;1296;2346;2422;2454;3130;3547;1469;3248;2668;6403;4219
25.04.2017 00:00;1210;1329;2238;2442;2409;3344;3398;1407;3335;2624;6489;4102
26.04.2017 00:00;1358;1466;2852;2721;2669;3926;4047;1786;3725;3085;7384;4737
27.04.2017 00:00;1293;1523;2614;2819;2702;3826;3920;1792;3839;3033;7302;4833
28.04.2017 00:00;1203;1322;2550;2455;2368;3401;3558;1520;3542;2744;6754;4485
29.04.2017 00:00;1009;1172;1988;1609;1296;3941;2366;1271;2239;1660;5347;3103
30.04.2017 00:00;946;1004;2742;1749;1687;3300;3402;2471;2022;1395;4959;2868
01.05.2017 00:00;758;761;2170;1468;1419;2837;2611;1884;1828;1207;4196;2881
02.05.2017 00:00;1182;1313;2429;2521;2463;3196;3508;1442;3477;2716;6676;4540
03.05.2017 00:00;1356;1449;2935;2818;2807;3780;4005;1794;3905;3064;7354;4708
04.05.2017 00:00;1140;1197;2046;2100;2181;3161;3057;1337;3088;1731;5982;3744
05.05.2017 00:00;1249;1358;2286;2510;2360;3393;3474;1494;4679;12;6690;4339
06.05.2017 00:00;965;946;2205;1935;1702;2705;3164;1633;3391;28;5056;3091
07.05.2017 00:00;879;1006;3135;1738;1738;3210;3670;2575;4324;0;4570;2401
08.05.2017 00:00;1313;1366;2900;2684;2707;3758;3879;1883;5751;7;7348;4773
09.05.2017 00:00;1399;1609;3111;2981;2969;4063;4582;2139;6525;1;8051;5343
10.05.2017 00:00;1392;1548;2999;2993;2819;3908;4045;1933;6226;8;7255;4863
11.05.2017 00:00;1642;1817;4015;3559;3250;5188;5784;2683;7154;106;9096;5674
12.05.2017 00:00;1265;1376;2822;2753;2573;3898;3896;1872;5524;38;7261;4615
13.05.2017 00:00;1164;1335;2515;1899;1536;4498;2734;1706;3683;29;5976;3129
14.05.2017 00:00;951;985;3087;1722;1619;3328;3762;2525;3696;28;4484;2399
